"Kod";"Nazwa";"Okresy";"Rodzaje transakcji";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1661000;"Powiat m. Opole";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2010";247;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2011";277;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2012";242;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2013";327;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2014";280;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2015";360;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2016";208;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2017";307;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2018";310;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2019";417;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2020";371;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2021";383;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2022";371;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2023";345;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2024";374;"szt.";"";
1661000;"Powiat m. Opole";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2010";489;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2011";450;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2012";741;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2013";802;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2014";676;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2015";874;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2016";867;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2017";1056;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2018";982;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2019";1596;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2020";1576;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2021";1935;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2022";1799;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2023";1680;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2024";1729;"szt.";"";
1800000;"PODKARPACKIE";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2010";407;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2011";448;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2012";645;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2013";770;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2014";658;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2015";1062;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2016";875;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2017";715;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2018";1172;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2019";1450;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2020";1081;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2021";1763;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2022";1459;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2023";1311;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2024";1686;"szt.";"";
1800000;"PODKARPACKIE";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2010";454;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2011";482;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2012";711;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2013";745;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2014";767;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2015";913;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2016";652;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2017";841;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2018";1622;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2019";1694;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2020";1972;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2021";1845;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2022";1829;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2023";1505;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2024";1868;"szt.";"";
1800000;"PODKARPACKIE";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2010";488;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2011";684;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2012";745;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2013";687;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2014";693;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2015";981;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2016";669;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2017";926;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2018";1502;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2019";2284;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2020";1711;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2021";2176;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2022";1773;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2023";1923;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2024";1623;"szt.";"";
1800000;"PODKARPACKIE";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2010";16;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2011";17;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2012";10;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2013";15;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2014";6;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2015";14;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2016";13;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2017";24;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2018";17;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2019";15;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2020";14;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2021";66;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2022";8;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2023";45;"szt.";"";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
1801000;"Powiat bieszczadzki";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2010";14;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2011";14;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2012";12;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2013";9;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2014";7;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2015";5;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2016";14;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2017";23;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2018";15;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2019";15;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2020";13;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2021";23;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2022";8;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2023";14;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2024";12;"szt.";"";
1801000;"Powiat bieszczadzki";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2010";22;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2011";13;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2012";8;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2013";8;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2014";33;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2015";15;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2016";15;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2017";17;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2018";21;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2019";23;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2020";14;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2021";25;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2022";10;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2023";9;"szt.";"";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
1801000;"Powiat bieszczadzki";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2010";13;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2011";12;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2012";10;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2013";12;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2014";21;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2015";10;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2016";3;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2017";14;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2018";14;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2019";16;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2020";13;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2021";19;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2022";9;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2023";17;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2024";13;"szt.";"";
1801000;"Powiat bieszczadzki";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2010";6;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2011";6;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2012";0;"szt.";"x";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2013";3;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2014";9;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2015";7;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2016";5;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2017";9;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2018";6;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2019";8;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2020";3;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2021";4;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2022";3;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2024";17;"szt.";"";
1802000;"Powiat brzozowski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2010";8;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2011";6;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2012";9;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2013";3;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2014";13;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2015";0;"szt.";"x";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2016";0;"szt.";"x";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2017";6;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2018";8;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2019";0;"szt.";"x";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2020";10;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2021";20;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2022";18;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2023";14;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2024";10;"szt.";"";
1802000;"Powiat brzozowski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2010";11;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2011";12;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2012";4;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2013";4;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2014";10;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2015";17;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2016";11;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2017";7;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2018";10;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2019";34;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2020";9;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2021";7;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2022";9;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2024";8;"szt.";"";
1802000;"Powiat brzozowski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2010";3;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2011";8;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2012";6;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2013";4;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2014";4;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2015";4;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2016";6;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2017";7;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2018";5;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2019";13;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2020";5;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2021";10;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2022";3;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2023";14;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2024";13;"szt.";"";
1802000;"Powiat brzozowski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2010";13;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2011";17;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2012";29;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2013";14;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2014";25;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2015";20;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2016";29;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2017";24;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2018";39;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2019";40;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2020";48;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2021";64;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2022";57;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2024";66;"szt.";"";
1803000;"Powiat dębicki";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2010";10;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2011";16;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2012";31;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2013";25;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2014";29;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2015";34;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2016";25;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2017";29;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2018";22;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2019";32;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2020";48;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2021";73;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2022";65;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2023";51;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2024";46;"szt.";"";
1803000;"Powiat dębicki";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2010";23;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2011";23;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2012";34;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2013";25;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2014";16;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2015";31;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2016";18;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2017";26;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2018";38;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2019";43;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2020";25;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2021";173;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2022";92;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2024";57;"szt.";"";
1803000;"Powiat dębicki";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2010";21;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2011";24;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2012";28;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2013";30;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2014";29;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2015";34;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2016";21;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2017";66;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2018";34;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2019";65;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2020";35;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2021";131;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2022";85;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2023";43;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2024";104;"szt.";"";
1803000;"Powiat dębicki";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2010";22;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2011";23;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2012";25;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2013";36;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2014";27;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2015";46;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2016";66;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2017";41;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2018";49;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2019";67;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2020";65;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2021";44;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2022";78;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2023";31;"szt.";"";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
1804000;"Powiat jarosławski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2010";18;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2011";29;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2012";42;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2013";33;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2014";34;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2015";30;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2016";33;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2017";35;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2018";47;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2019";32;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2020";63;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2021";78;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2022";45;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2023";74;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2024";82;"szt.";"";
1804000;"Powiat jarosławski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2010";28;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2011";31;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2012";57;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2013";27;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2014";31;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2015";35;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2016";33;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2017";73;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2018";81;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2019";37;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2020";39;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2021";53;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2022";78;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2023";40;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2024";61;"szt.";"";
1804000;"Powiat jarosławski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
