geography,geography_type,nbp_period,nbp_year,nbp_quarter,nbp_period_order,hedonic_qoq_index,hedonic_yoy_index,nbp_period_source
Wrocław,city,2006Q3,2006,3,20063,,,III 2006
Zielona Góra,city,2006Q3,2006,3,20063,,,III 2006
Łódź,city,2006Q3,2006,3,20063,,,III 2006
Białystok,city,2007Q3,2007,3,20073,105.60569179374116,173.94807674189906,III 2007
Bydgoszcz,city,2007Q3,2007,3,20073,114.46188340807173,164.4122383252818,III 2007
Katowice,city,2007Q3,2007,3,20073,111.00775649596866,177.42917833555558,III 2007
Kielce,city,2007Q3,2007,3,20073,112.92548869715672,173.0124864534741,III 2007
Kraków,city,2007Q3,2007,3,20073,96.96735720433685,127.24726653844074,III 2007
Lublin,city,2007Q3,2007,3,20073,108.80364689265174,148.08601950470512,III 2007
Olsztyn,city,2007Q3,2007,3,20073,102.24358458988571,136.81741902161238,III 2007
Opole,city,2007Q3,2007,3,20073,108.18839814124345,,III 2007
Poznań,city,2007Q3,2007,3,20073,103.28205128205128,171.46262557466372,III 2007
Rzeszów,city,2007Q3,2007,3,20073,107.88381742738589,152.94117647058823,III 2007
Szczecin,city,2007Q3,2007,3,20073,111.17118967284813,153.36217025548942,III 2007
Trójmiasto,city_group,2007Q3,2007,3,20073,100.43916477020743,155.01115529604635,III 2007
Warszawa,city,2007Q3,2007,3,20073,106.1408687374264,155.49180558022152,III 2007
Wrocław,city,2007Q3,2007,3,20073,112.26720076376606,135.68427468184794,III 2007
Zielona Góra,city,2007Q3,2007,3,20073,111.97046252382165,144.31033602048572,III 2007
Łódź,city,2007Q3,2007,3,20073,109.41302622538191,209.97496717317551,III 2007
Białystok,city,2008Q3,2008,3,20083,102.84565784856224,98.64548607310525,III 2008
Bydgoszcz,city,2008Q3,2008,3,20083,97.98657718120806,100.0979431929481,III 2008
Katowice,city,2008Q3,2008,3,20083,88.63835326809489,99.7568985700576,III 2008
Kielce,city,2008Q3,2008,3,20083,95.7253471918187,100.97570458403082,III 2008
Kraków,city,2008Q3,2008,3,20083,91.03334974991289,88.1438282723837,III 2008
Lublin,city,2008Q3,2008,3,20083,100.2898996953123,113.52254263986399,III 2008
Olsztyn,city,2008Q3,2008,3,20083,95.33584928453499,99.54462852623581,III 2008
Opole,city,2008Q3,2008,3,20083,99.49645888194406,93.10688732725278,III 2008
Poznań,city,2008Q3,2008,3,20083,99.50298210735586,99.40417080436941,III 2008
Rzeszów,city,2008Q3,2008,3,20083,100.92764378478665,104.61538461538463,III 2008
Szczecin,city,2008Q3,2008,3,20083,103.45120184927465,102.98029278496142,III 2008
Trójmiasto,city_group,2008Q3,2008,3,20083,92.71154225049813,98.98934396399474,III 2008
Warszawa,city,2008Q3,2008,3,20083,102.10619365312581,97.48289665478829,III 2008
Wrocław,city,2008Q3,2008,3,20083,99.24376724566687,85.26123963863417,III 2008
Zielona Góra,city,2008Q3,2008,3,20083,95.06770912188335,94.98693531165088,III 2008
Łódź,city,2008Q3,2008,3,20083,97.95361023735816,95.4143570858248,III 2008
Białystok,city,2009Q3,2009,3,20093,101.69310543140908,95.91884539090852,III 2009
Bydgoszcz,city,2009Q3,2009,3,20093,99.18200408997956,94.9119373776908,III 2009
Katowice,city,2009Q3,2009,3,20093,105.30957720685821,94.81355926540874,III 2009
Kielce,city,2009Q3,2009,3,20093,99.20909236391992,94.93263723460403,III 2009
Kraków,city,2009Q3,2009,3,20093,104.54503088002775,98.92376698927835,III 2009
Lublin,city,2009Q3,2009,3,20093,97.65941372641818,94.65387694282413,III 2009
Olsztyn,city,2009Q3,2009,3,20093,97.80663003765417,98.21066872000158,III 2009
Opole,city,2009Q3,2009,3,20093,81.86759271102576,92.22792456397946,III 2009
Poznań,city,2009Q3,2009,3,20093,106.56506447831184,90.80919080919082,III 2009
Rzeszów,city,2009Q3,2009,3,20093,103.88548057259715,93.38235294117648,III 2009
Szczecin,city,2009Q3,2009,3,20093,99.77610061069235,91.47872532466194,III 2009
Trójmiasto,city_group,2009Q3,2009,3,20093,98.5500373316021,95.82403468746385,III 2009
Warszawa,city,2009Q3,2009,3,20093,99.14841600221315,92.48382694699804,III 2009
Wrocław,city,2009Q3,2009,3,20093,104.17043131936788,96.21666278819406,III 2009
Zielona Góra,city,2009Q3,2009,3,20093,96.3925409558907,94.37557578401292,III 2009
Łódź,city,2009Q3,2009,3,20093,98.44021308190176,98.50992816849481,III 2009
Białystok,city,2010Q3,2010,3,20103,100.71210579857579,100.7276152812666,III 2010
Bydgoszcz,city,2010Q3,2010,3,20103,104.12060301507537,106.80412371134021,III 2010
Katowice,city,2010Q3,2010,3,20103,104.03167338981586,97.80498630462179,III 2010
Kielce,city,2010Q3,2010,3,20103,97.14611402024512,103.53279558051412,III 2010
Kraków,city,2010Q3,2010,3,20103,102.2338899797823,107.93998183689854,III 2010
Lublin,city,2010Q3,2010,3,20103,100.35312117131112,108.89660990728282,III 2010
Olsztyn,city,2010Q3,2010,3,20103,99.74157629849825,103.49962147035295,III 2010
Opole,city,2010Q3,2010,3,20103,89.36690758293972,109.01761756857533,III 2010
Poznań,city,2010Q3,2010,3,20103,93.45321311956198,98.5038503850385,III 2010
Rzeszów,city,2010Q3,2010,3,20103,101.27272727272727,109.64566929133859,III 2010
Szczecin,city,2010Q3,2010,3,20103,93.63911266271823,97.65290274566124,III 2010
Trójmiasto,city_group,2010Q3,2010,3,20103,96.4535489288195,98.8707837158071,III 2010
Warszawa,city,2010Q3,2010,3,20103,97.80045108977798,101.9429618955124,III 2010
Wrocław,city,2010Q3,2010,3,20103,98.79618930205119,106.16511634953405,III 2010
Zielona Góra,city,2010Q3,2010,3,20103,96.33663366336633,104.65552466055018,III 2010
Łódź,city,2010Q3,2010,3,20103,99.42314536345819,101.21239401162046,III 2010
Białystok,city,2011Q3,2011,3,20113,95.87203302373581,93.83838383838385,III 2011
Bydgoszcz,city,2011Q3,2011,3,20113,96.60194174757282,96.04247104247105,III 2011
Katowice,city,2011Q3,2011,3,20113,96.40491958372753,97.14013346043852,III 2011
Kielce,city,2011Q3,2011,3,20113,97.74558743105898,103.17373054254963,III 2011
Kraków,city,2011Q3,2011,3,20113,100.53069150283909,98.99867497241924,III 2011
Lublin,city,2011Q3,2011,3,20113,103.8300457276694,103.25366578621906,III 2011
Olsztyn,city,2011Q3,2011,3,20113,100.2156278878735,100.2259190798932,III 2011
Opole,city,2011Q3,2011,3,20113,117.6790496708862,108.7532755668888,III 2011
Poznań,city,2011Q3,2011,3,20113,100.69332587627777,99.93325120616484,III 2011
Rzeszów,city,2011Q3,2011,3,20113,96.05954465849386,98.47396768402155,III 2011
Szczecin,city,2011Q3,2011,3,20113,96.51263283542826,97.66116394550737,III 2011
Trójmiasto,city_group,2011Q3,2011,3,20113,95.42253812873822,96.9148404483144,III 2011
Warszawa,city,2011Q3,2011,3,20113,100.259390679561,99.17450033437746,III 2011
Wrocław,city,2011Q3,2011,3,20113,100.29268292682927,98.71979789838254,III 2011
Zielona Góra,city,2011Q3,2011,3,20113,95.04289799809342,102.4665981500514,III 2011
Łódź,city,2011Q3,2011,3,20113,93.12694704049844,97.72375068903877,III 2011
Białystok,city,2012Q3,2012,3,20123,105.81140350877192,103.8751345532831,III 2012
Bydgoszcz,city,2012Q3,2012,3,20123,98.43260188087774,94.67336683417086,III 2012
Katowice,city,2012Q3,2012,3,20123,101.62107396149949,98.42983316977428,III 2012
Kielce,city,2012Q3,2012,3,20123,101.17065264598064,96.4414844225279,III 2012
Kraków,city,2012Q3,2012,3,20123,97.66841264551832,93.02725253468672,III 2012
Lublin,city,2012Q3,2012,3,20123,101.68063718458711,93.30484337164327,III 2012
Olsztyn,city,2012Q3,2012,3,20123,98.38693105928286,98.11475409836066,III 2012
Opole,city,2012Q3,2012,3,20123,84.46149442553588,85.7055908057406,III 2012
Poznań,city,2012Q3,2012,3,20123,101.09183477537908,93.69379910778513,III 2012
Rzeszów,city,2012Q3,2012,3,20123,104.51671183378501,105.46946216955332,III 2012
Szczecin,city,2012Q3,2012,3,20123,99.37569661676818,97.0326972817128,III 2012
Trójmiasto,city_group,2012Q3,2012,3,20123,97.0107404922776,91.52279936823142,III 2012
Warszawa,city,2012Q3,2012,3,20123,99.05975625558219,95.98324373361365,III 2012
Wrocław,city,2012Q3,2012,3,20123,100.1063829787234,91.53696498054474,III 2012
Zielona Góra,city,2012Q3,2012,3,20123,99.9028182701652,103.10932798395184,III 2012
Łódź,city,2012Q3,2012,3,20123,104.00794965220273,98.47376123771691,III 2012
Białystok,city,2013Q3,2013,3,20133,99.78378378378379,95.64766839378238,III 2013
Bydgoszcz,city,2013Q3,2013,3,20133,99.67141292442497,96.60297239915074,III 2013
Katowice,city,2013Q3,2013,3,20133,105.49446703191339,99.40179461615155,III 2013
Kielce,city,2013Q3,2013,3,20133,101.8392326267127,99.41325898270223,III 2013
Kraków,city,2013Q3,2013,3,20133,101.14878484756919,100.1771282912368,III 2013
Lublin,city,2013Q3,2013,3,20133,91.54654898048005,89.19819682020915,III 2013
Olsztyn,city,2013Q3,2013,3,20133,99.62280418148507,96.5329991645781,III 2013
Opole,city,2013Q3,2013,3,20133,96.62896252513836,105.73814193180331,III 2013
Poznań,city,2013Q3,2013,3,20133,103.24008971195144,102.13515855500279,III 2013
Rzeszów,city,2013Q3,2013,3,20133,99.64093357271095,95.93777009507346,III 2013
Szczecin,city,2013Q3,2013,3,20133,100.37747332807336,96.56193058702783,III 2013
Trójmiasto,city_group,2013Q3,2013,3,20133,105.55789151871122,99.3736335270127,III 2013
Warszawa,city,2013Q3,2013,3,20133,103.03588912399874,95.23587001020134,III 2013
Wrocław,city,2013Q3,2013,3,20133,98.7709497206704,93.94261424017004,III 2013
Zielona Góra,city,2013Q3,2013,3,20133,89.56356736242884,91.82879377431907,III 2013
Łódź,city,2013Q3,2013,3,20133,99.07621247113164,91.0828025477707,III 2013
Białystok,city,2014Q3,2014,3,20143,104.11568409343714,101.40845070422534,III 2014
Bydgoszcz,city,2014Q3,2014,3,20143,104.13043478260869,105.27472527472528,III 2014
Katowice,city,2014Q3,2014,3,20143,110.67980741146148,111.78993587095458,III 2014
Kielce,city,2014Q3,2014,3,20143,99.32433167679095,97.1968282361064,III 2014
Kraków,city,2014Q3,2014,3,20143,98.83221475237379,101.06596372929404,III 2014
Lublin,city,2014Q3,2014,3,20143,102.66511475681241,106.35012118367659,III 2014
Olsztyn,city,2014Q3,2014,3,20143,98.61483947170622,99.3509303331891,III 2014
Opole,city,2014Q3,2014,3,20143,97.38788910139226,105.08900240007976,III 2014
Poznań,city,2014Q3,2014,3,20143,103.06262602603786,98.6489574793175,III 2014
Rzeszów,city,2014Q3,2014,3,20143,102.493321460374,103.69369369369367,III 2014
Szczecin,city,2014Q3,2014,3,20143,103.60252592045947,98.29828503241517,III 2014
Trójmiasto,city_group,2014Q3,2014,3,20143,99.31910724797764,100.48750976542931,III 2014
Warszawa,city,2014Q3,2014,3,20143,102.44391837022285,102.16080870291613,III 2014
Wrocław,city,2014Q3,2014,3,20143,96.77765843179377,101.92307692307692,III 2014
Zielona Góra,city,2014Q3,2014,3,20143,97.66145255621966,103.93008843922149,III 2014
Łódź,city,2014Q3,2014,3,20143,98.29738933030647,100.93240093240092,III 2014
Białystok,city,2015Q3,2015,3,20153,101.30010834236187,99.8931623931624,III 2015
Bydgoszcz,city,2015Q3,2015,3,20153,101.1578947368421,100.31315240083507,III 2015
Katowice,city,2015Q3,2015,3,20153,98.78719025751217,92.57017142571318,III 2015
Kielce,city,2015Q3,2015,3,20153,100.25049349472835,98.99397442135826,III 2015
Kraków,city,2015Q3,2015,3,20153,96.51653025141593,97.82566988338979,III 2015
Lublin,city,2015Q3,2015,3,20153,103.6293677204659,101.12645124382713,III 2015
Olsztyn,city,2015Q3,2015,3,20153,101.21002592912706,102.00348432055749,III 2015
Opole,city,2015Q3,2015,3,20153,99.96456069505444,99.81970975911256,III 2015
Poznań,city,2015Q3,2015,3,20153,104.65175593622564,101.52855889410468,III 2015
Rzeszów,city,2015Q3,2015,3,20153,99.64757709251101,98.26238053866203,III 2015
Szczecin,city,2015Q3,2015,3,20153,104.13201796937909,102.08515537467837,III 2015
Trójmiasto,city_group,2015Q3,2015,3,20153,103.85377785963851,105.16973592938868,III 2015
Warszawa,city,2015Q3,2015,3,20153,97.260593507165,98.28236296883112,III 2015
Wrocław,city,2015Q3,2015,3,20153,102.76548672566372,103.10765815760267,III 2015
Zielona Góra,city,2015Q3,2015,3,20153,103.49651188587833,98.747303940436,III 2015
Łódź,city,2015Q3,2015,3,20153,102.94324577861164,101.3741339491917,III 2015
Białystok,city,2016Q3,2016,3,20163,101.82207931404072,101.60427807486631,III 2016
Bydgoszcz,city,2016Q3,2016,3,20163,101.42131979695432,103.95421436004165,III 2016
Katowice,city,2016Q3,2016,3,20163,102.787448313156,101.96398643246978,III 2016
Kielce,city,2016Q3,2016,3,20163,100.19976628302454,94.24994709572765,III 2016
Kraków,city,2016Q3,2016,3,20163,104.96940522234416,108.8629812402002,III 2016
Lublin,city,2016Q3,2016,3,20163,100.43872768969986,101.08379327646763,III 2016
Olsztyn,city,2016Q3,2016,3,20163,101.59404888416579,102.04953031596925,III 2016
Opole,city,2016Q3,2016,3,20163,103.49473659677903,107.4492911371685,III 2016
Poznań,city,2016Q3,2016,3,20163,101.4959339999963,101.1092346665069,III 2016
Rzeszów,city,2016Q3,2016,3,20163,98.29059829059828,101.67992926613616,III 2016
Szczecin,city,2016Q3,2016,3,20163,100.84297780300726,104.01186684856248,III 2016
Trójmiasto,city_group,2016Q3,2016,3,20163,105.29276727673474,105.21199223370772,III 2016
Warszawa,city,2016Q3,2016,3,20163,101.49576313713689,105.74666664221711,III 2016
Wrocław,city,2016Q3,2016,3,20163,98.50905218317358,99.56942949407966,III 2016
Zielona Góra,city,2016Q3,2016,3,20163,99.57501063892462,102.98791211380485,III 2016
Łódź,city,2016Q3,2016,3,20163,97.1623282314825,99.06595284200932,III 2016
Białystok,city,2017Q3,2017,3,20173,102.52113903109719,104.22563107889333,III 2017
Bydgoszcz,city,2017Q3,2017,3,20173,101.1684518013632,104.004004004004,III 2017
Katowice,city,2017Q3,2017,3,20173,111.0433190768152,108.5194770664289,III 2017
Kielce,city,2017Q3,2017,3,20173,100.68466694597014,100.55838127557877,III 2017
Kraków,city,2017Q3,2017,3,20173,96.96240644458972,99.44614262044217,III 2017
Lublin,city,2017Q3,2017,3,20173,101.55062024809925,100.77434726496574,III 2017
Olsztyn,city,2017Q3,2017,3,20173,100.7902672351045,101.39121338912135,III 2017
Opole,city,2017Q3,2017,3,20173,102.05821796479275,103.66805972172865,III 2017
Poznań,city,2017Q3,2017,3,20173,100.09089948705558,100.96067099497165,III 2017
Rzeszów,city,2017Q3,2017,3,20173,98.58921161825725,103.30434782608695,III 2017
Szczecin,city,2017Q3,2017,3,20173,101.9441144718591,105.68022144436566,III 2017
Trójmiasto,city_group,2017Q3,2017,3,20173,104.5410613487316,110.28078126312262,III 2017
Warszawa,city,2017Q3,2017,3,20173,100.8471604331145,101.97722978798754,III 2017
Wrocław,city,2017Q3,2017,3,20173,104.32098765432099,109.62162162162163,III 2017
Zielona Góra,city,2017Q3,2017,3,20173,95.18735156435515,105.00028065682886,III 2017
Łódź,city,2017Q3,2017,3,20173,106.60262780170035,111.0152926296424,III 2017
Białystok,city,2018Q3,2018,3,20183,98.78185343887574,107.762158224465,III 2018
Bydgoszcz,city,2018Q3,2018,3,20183,104.85981308411215,107.98845043310877,III 2018
Katowice,city,2018Q3,2018,3,20183,99.20361492465243,105.24895560966002,III 2018
Kielce,city,2018Q3,2018,3,20183,100.80051032758956,104.63334842025522,III 2018
Kraków,city,2018Q3,2018,3,20183,106.70368146555455,111.91619124812647,III 2018
Lublin,city,2018Q3,2018,3,20183,103.11136958418143,104.7975568909467,III 2018
Olsztyn,city,2018Q3,2018,3,20183,102.98055311247924,108.71763128030537,III 2018
Opole,city,2018Q3,2018,3,20183,98.85969627721464,100.63051332727527,III 2018
Poznań,city,2018Q3,2018,3,20183,101.8349230628578,108.48123471200992,III 2018
Rzeszów,city,2018Q3,2018,3,20183,101.74050632911391,108.24915824915824,III 2018
Szczecin,city,2018Q3,2018,3,20183,103.32523043373982,109.90674946954198,III 2018
Trójmiasto,city_group,2018Q3,2018,3,20183,102.94430278329874,110.04605730423256,III 2018
Warszawa,city,2018Q3,2018,3,20183,101.06599730158152,105.2066946742822,III 2018
Wrocław,city,2018Q3,2018,3,20183,102.10696920583469,111.83431952662721,III 2018
Zielona Góra,city,2018Q3,2018,3,20183,99.71647619395509,108.05140470600239,III 2018
Łódź,city,2018Q3,2018,3,20183,106.99100168100466,112.06628689798033,III 2018
Białystok,city,2019Q3,2019,3,20193,102.03191643415485,114.72213393482629,III 2019
Bydgoszcz,city,2019Q3,2019,3,20193,105.7518488085456,114.70588235294117,III 2019
Katowice,city,2019Q3,2019,3,20193,106.18272145677534,114.31370023234162,III 2019
Kielce,city,2019Q3,2019,3,20193,105.81748484274365,109.67548240877333,III 2019
Kraków,city,2019Q3,2019,3,20193,102.96991331868244,109.73028870744548,III 2019
Lublin,city,2019Q3,2019,3,20193,103.59019264448335,111.2051137431848,III 2019
Olsztyn,city,2019Q3,2019,3,20193,101.50421179302046,112.0611121654963,III 2019
Opole,city,2019Q3,2019,3,20193,106.24872699127104,114.8193401197873,III 2019
Poznań,city,2019Q3,2019,3,20193,101.50570280258187,107.26418803875532,III 2019
Rzeszów,city,2019Q3,2019,3,20193,102.28782287822878,107.7760497667185,III 2019
Szczecin,city,2019Q3,2019,3,20193,104.52322842656083,115.78952257300095,III 2019
Trójmiasto,city_group,2019Q3,2019,3,20193,98.48140625852405,109.83712642501746,III 2019
Warszawa,city,2019Q3,2019,3,20193,104.17251698552754,111.8447880260637,III 2019
Wrocław,city,2019Q3,2019,3,20193,104.15584415584416,106.08465608465607,III 2019
Zielona Góra,city,2019Q3,2019,3,20193,99.05893805226226,112.76357287143969,III 2019
Łódź,city,2019Q3,2019,3,20193,100.51465885846935,112.12569316081328,III 2019
Białystok,city,2020Q3,2020,3,20203,104.93482733458315,108.08071475854697,III 2020
Bydgoszcz,city,2020Q3,2020,3,20203,98.31871345029239,104.50660450660452,III 2020
Katowice,city,2020Q3,2020,3,20203,101.35986219329835,113.37127937720525,III 2020
Kielce,city,2020Q3,2020,3,20203,100.57120982253069,109.33325434518044,III 2020
Kraków,city,2020Q3,2020,3,20203,101.19522936465997,115.066268637451,III 2020
Lublin,city,2020Q3,2020,3,20203,101.29969418960243,112.00338123415048,III 2020
Olsztyn,city,2020Q3,2020,3,20203,100.74859638178414,109.40807858413073,III 2020
Opole,city,2020Q3,2020,3,20203,100.03905613657386,110.69975481179112,III 2020
Poznań,city,2020Q3,2020,3,20203,100.6730697304647,108.13710124077123,III 2020
Rzeszów,city,2020Q3,2020,3,20203,96.66230366492145,106.56565656565655,III 2020
Szczecin,city,2020Q3,2020,3,20203,102.96983325071882,111.2992286271693,III 2020
Trójmiasto,city_group,2020Q3,2020,3,20203,101.97788025817951,108.8771914029524,III 2020
Warszawa,city,2020Q3,2020,3,20203,99.1930981513727,105.14393153375453,III 2020
Wrocław,city,2020Q3,2020,3,20203,99.52158832945524,110.82552859137249,III 2020
Zielona Góra,city,2020Q3,2020,3,20203,90.38616513396872,104.94359947114053,III 2020
Łódź,city,2020Q3,2020,3,20203,104.79862254828566,115.38905374216948,III 2020
Białystok,city,2021Q3,2021,3,20213,103.2637189088141,114.47855086645062,III 2021
Bydgoszcz,city,2021Q3,2021,3,20213,100.56258790436006,106.31970260223049,III 2021
Katowice,city,2021Q3,2021,3,20213,105.89620109199342,112.64138973274163,III 2021
Kielce,city,2021Q3,2021,3,20213,102.1022293284825,112.37770079902445,III 2021
Kraków,city,2021Q3,2021,3,20213,103.71756372449883,111.85397837151798,III 2021
Lublin,city,2021Q3,2021,3,20213,104.64461646727656,112.22641509433961,III 2021
Olsztyn,city,2021Q3,2021,3,20213,102.35641709303162,109.93808049535605,III 2021
Opole,city,2021Q3,2021,3,20213,102.24712104107371,106.69937359170589,III 2021
Poznań,city,2021Q3,2021,3,20213,102.6109420108084,107.38936735255113,III 2021
Rzeszów,city,2021Q3,2021,3,20213,100.52424639580605,103.85917400135412,III 2021
Szczecin,city,2021Q3,2021,3,20213,101.72578068479868,109.39686616446917,III 2021
Trójmiasto,city_group,2021Q3,2021,3,20213,100.48031094357538,102.8593241523458,III 2021
Warszawa,city,2021Q3,2021,3,20213,102.32148253859307,111.42316324832382,III 2021
Wrocław,city,2021Q3,2021,3,20213,102.01007971104272,113.1633569599026,III 2021
Zielona Góra,city,2021Q3,2021,3,20213,101.67929644947311,120.65862177190274,III 2021
Łódź,city,2021Q3,2021,3,20213,104.14387883887252,106.10043574541037,III 2021
Białystok,city,2022Q3,2022,3,20223,101.15273775216139,115.87590882351519,III 2022
Bydgoszcz,city,2022Q3,2022,3,20223,98.89638258736973,112.7972027972028,III 2022
Katowice,city,2022Q3,2022,3,20223,99.507752378532,107.3587305262613,III 2022
Kielce,city,2022Q3,2022,3,20223,101.47570975733696,120.54303699187594,III 2022
Kraków,city,2022Q3,2022,3,20223,102.56296094315532,113.33490943719913,III 2022
Lublin,city,2022Q3,2022,3,20223,103.10975609756096,113.7188971082717,III 2022
Olsztyn,city,2022Q3,2022,3,20223,100.15076323889691,112.24303013235709,III 2022
Opole,city,2022Q3,2022,3,20223,100.40735218789902,113.15546023000091,III 2022
Poznań,city,2022Q3,2022,3,20223,102.3981017514835,112.61707820565523,III 2022
Rzeszów,city,2022Q3,2022,3,20223,97.68715763846622,104.62842242503258,III 2022
Szczecin,city,2022Q3,2022,3,20223,96.33207269157793,113.95616942974867,III 2022
Trójmiasto,city_group,2022Q3,2022,3,20223,97.2212050228212,111.67982729202262,III 2022
Warszawa,city,2022Q3,2022,3,20223,99.62268562418704,108.25865004104382,III 2022
Wrocław,city,2022Q3,2022,3,20223,99.70799481357571,113.25399178600244,III 2022
Zielona Góra,city,2022Q3,2022,3,20223,105.3122714899249,117.90187400410512,III 2022
Łódź,city,2022Q3,2022,3,20223,100.73537927041112,117.12785295899819,III 2022
Białystok,city,2023Q3,2023,3,20233,105.7012542759407,105.64102564102565,III 2023
Bydgoszcz,city,2023Q3,2023,3,20233,99.38080495356037,99.5040297582145,III 2023
Katowice,city,2023Q3,2023,3,20233,101.84198706432079,105.32433175748879,III 2023
Kielce,city,2023Q3,2023,3,20233,100.3770202386885,101.33186878850431,III 2023
Kraków,city,2023Q3,2023,3,20233,105.75842574669944,109.06583916437759,III 2023
Lublin,city,2023Q3,2023,3,20233,102.59406403365273,103.84387936132467,III 2023
Olsztyn,city,2023Q3,2023,3,20233,100.02992757526786,104.82343348177884,III 2023
Opole,city,2023Q3,2023,3,20233,101.71368790448281,109.08473908979106,III 2023
Poznań,city,2023Q3,2023,3,20233,103.11831810292185,106.46866534392836,III 2023
Rzeszów,city,2023Q3,2023,3,20233,102.98420128730253,109.65732087227413,III 2023
Szczecin,city,2023Q3,2023,3,20233,106.9305760715665,107.29214775134608,III 2023
Trójmiasto,city_group,2023Q3,2023,3,20233,107.19638428562126,111.77637391181301,III 2023
Warszawa,city,2023Q3,2023,3,20233,105.4877546414093,109.18137459935686,III 2023
Wrocław,city,2023Q3,2023,3,20233,99.95098103827299,109.39239033743422,III 2023
Zielona Góra,city,2023Q3,2023,3,20233,107.07120874006328,107.64940534822462,III 2023
Łódź,city,2023Q3,2023,3,20233,107.99776286353469,99.8965338851526,III 2023
Białystok,city,2024Q3,2024,3,20243,106.21026894865525,117.15210355987054,III 2024
Bydgoszcz,city,2024Q3,2024,3,20243,99.76412280904803,113.00047807023172,III 2024
Katowice,city,2024Q3,2024,3,20243,103.50321250057026,118.27288648915939,III 2024
Kielce,city,2024Q3,2024,3,20243,101.04034635038563,122.1557798486792,III 2024
Kraków,city,2024Q3,2024,3,20243,102.56731511332869,125.3545288941677,III 2024
Lublin,city,2024Q3,2024,3,20243,101.16337885685383,113.89521640091115,III 2024
Olsztyn,city,2024Q3,2024,3,20243,104.71906391433933,113.52920057443752,III 2024
Opole,city,2024Q3,2024,3,20243,101.41277310279304,116.18184443207346,III 2024
Poznań,city,2024Q3,2024,3,20243,102.6769384042493,116.31206685955719,III 2024
Rzeszów,city,2024Q3,2024,3,20243,106.64370078740157,123.125,III 2024
Szczecin,city,2024Q3,2024,3,20243,108.25830394233495,117.6558584976076,III 2024
Trójmiasto,city_group,2024Q3,2024,3,20243,100.08135139817588,109.93175006530673,III 2024
Warszawa,city,2024Q3,2024,3,20243,101.85847173722127,113.76605611302773,III 2024
Wrocław,city,2024Q3,2024,3,20243,104.82124858161659,118.52313245593797,III 2024
Zielona Góra,city,2024Q3,2024,3,20243,107.07052101649055,116.28248009098789,III 2024
Łódź,city,2024Q3,2024,3,20243,102.09522811796134,112.15259796305888,III 2024
Białystok,city,2025Q3,2025,3,20253,100.46794571829668,98.84898710865562,III 2025
Bydgoszcz,city,2025Q3,2025,3,20253,100.60681632988813,108.28945446589383,III 2025
Katowice,city,2025Q3,2025,3,20253,99.17729660179727,105.01884123154576,III 2025
Kielce,city,2025Q3,2025,3,20253,101.16886298010111,102.19370958826104,III 2025
Kraków,city,2025Q3,2025,3,20253,98.9777393945885,99.58647869921359,III 2025
Lublin,city,2025Q3,2025,3,20253,101.37420203693776,104.01499999999999,III 2025
Olsztyn,city,2025Q3,2025,3,20253,101.3437186029444,103.91189758909819,III 2025
Opole,city,2025Q3,2025,3,20253,104.08122120002761,109.19146124604897,III 2025
Poznań,city,2025Q3,2025,3,20253,100.20696426550546,100.62234586121504,III 2025
Rzeszów,city,2025Q3,2025,3,20253,101.64861045690061,99.58467928011076,III 2025
Szczecin,city,2025Q3,2025,3,20253,96.89617751398855,95.19558911528925,III 2025
Trójmiasto,city_group,2025Q3,2025,3,20253,104.62844105354037,105.92598993536481,III 2025
Warszawa,city,2025Q3,2025,3,20253,97.72882015926578,98.01775347882179,III 2025
Wrocław,city,2025Q3,2025,3,20253,100.47251418261452,101.2818085404632,III 2025
Zielona Góra,city,2025Q3,2025,3,20253,102.2959348933353,107.58536978054948,III 2025
Łódź,city,2025Q3,2025,3,20253,96.88071627996533,103.25791390898362,III 2025
Białystok,city,2006Q4,2006,4,20064,116.95654142844596,,IV 2006
Bydgoszcz,city,2006Q4,2006,4,20064,105.63607085346214,,IV 2006
Katowice,city,2006Q4,2006,4,20064,98.8099074068502,,IV 2006
Kielce,city,2006Q4,2006,4,20064,111.04047118662528,,IV 2006
Kraków,city,2006Q4,2006,4,20064,117.83995422947422,,IV 2006
Lublin,city,2006Q4,2006,4,20064,101.25749630430025,,IV 2006
Olsztyn,city,2006Q4,2006,4,20064,114.83552408020655,,IV 2006
Opole,city,2006Q4,2006,4,20064,,,IV 2006
Poznań,city,2006Q4,2006,4,20064,115.61382598331349,,IV 2006
Rzeszów,city,2006Q4,2006,4,20064,112.3529411764706,,IV 2006
Szczecin,city,2006Q4,2006,4,20064,104.11279484922736,,IV 2006
Trójmiasto,city_group,2006Q4,2006,4,20064,118.69634470315313,,IV 2006
Warszawa,city,2006Q4,2006,4,20064,121.91142823013415,,IV 2006
Wrocław,city,2006Q4,2006,4,20064,103.27905054515132,,IV 2006
Zielona Góra,city,2006Q4,2006,4,20064,107.74503599821168,,IV 2006
Łódź,city,2006Q4,2006,4,20064,123.43274097102439,,IV 2006
Białystok,city,2007Q4,2007,4,20074,99.5947833229732,148.12613985474573,IV 2007
Bydgoszcz,city,2007Q4,2007,4,20074,95.59255631733595,148.78048780487805,IV 2007
Katowice,city,2007Q4,2007,4,20074,78.62046336830886,141.17576447432845,IV 2007
